"sa100662.pdf" "sa15145.pdf" "sa16564.pdf" "sa17261.pdf" "sa17581.pdf" "sa17862.pdf" "sa18881.pdf" "sa18884.pdf" "sa19033.pdf" "sa19068.pdf" "sa19228.pdf" "sa19515.pdf" "sa20582.pdf" "sa20674.pdf" "sa20821.pdf" "sa20947.pdf" "sa23082.pdf" "sa23179.pdf" "sa24558.pdf" "sa24889.pdf" "sa25115.pdf" "sa25124.pdf" "sa25137.pdf" "sa25435.pdf" "sa25739.pdf" "sa25740.pdf" "sa25779.pdf" "sa26377.pdf" "sa26413.pdf" "sa27517.pdf" "sa28092.pdf" "sa28156.pdf" "sa28192.pdf" "sa28435.pdf" "sa28438.pdf" "sa28665.pdf" "sa28845.pdf" "sa28969.pdf" "sa29001.pdf" "sa29028.pdf" "sa29119.pdf" "sa29606.pdf" "sa29706.pdf" "sa29729.pdf" "sa297291.pdf" "sa29775.pdf" "sa29826.pdf" "sa29874.pdf" "sa30296.pdf" "sa30317.pdf" "sa303171.pdf" "sa30705.pdf" "sa30791.pdf" "sa31219.pdf" "sa31229.pdf" "sa31230.pdf" "sa31346.pdf" "sa31687.pdf" "sa31729.pdf" "sa31851.pdf" "sa32021.pdf" "sa32037.pdf" "sa32309.pdf" "sa32829.pdf" "sa32866.pdf" "sa33077.pdf" "sa33092.pdf" "sa33099.pdf" "sa33151.pdf" "sa33221.pdf" "sa33222.pdf" "sa33324.pdf" "sa33364.pdf" "sa33386.pdf" "sa33420.pdf" "sa33438.pdf" "sa33473.pdf" "sa33641.pdf" "sa33656.pdf" "sa33671.pdf" "sa33807.pdf" "sa33869.pdf" "sa34031.pdf" "sa34166.pdf" "sa34188.pdf" "sa34199.pdf" "sa34290.pdf" "sa34665.pdf" "sa34708.pdf" "sa34732.pdf" "sa34809.pdf" "sa34845.pdf" "sa34932.pdf" "sa35000.pdf" "sa35027.pdf" "sa35028.pdf" "sa35029.pdf" "sa35060.pdf" "sa35233.pdf" "sa35562.pdf" "sa35834.pdf" "sa35913.pdf" "sa35949.pdf" "sa36132.pdf" "sa36234.pdf" "sa36601.pdf" "sa36703.pdf" "sa36918.pdf" "sa37558.pdf" "sa37682.pdf" "sa37685.pdf" "sa37812.pdf" "sa37860.pdf" "sa37864.pdf" "sa38025.pdf" "sa38348.pdf" "sa38626.pdf" "sa38690.pdf" "sa39089.pdf" "sa39090.pdf" "sa39518.pdf" "sa40720.pdf" "sa41065.pdf" "sa41175.pdf" "sa41416.pdf" "sa43404.pdf" "sa43484.pdf" "sa46203.pdf" "sa46372.pdf" "sa46613.pdf" "sa46731.pdf" "sa46805.pdf" "sa48325.pdf" "sa48418.pdf" "sa49445.pdf" "sa49614.pdf" "sa49935.pdf" "sa50844.pdf" "sa52224.pdf" "sa52732.pdf" "sa54668.pdf" "sa54684.pdf" "sa55578.pdf" "sa56426.pdf" "sa56599.pdf" "sa57216.pdf" "sa57357.pdf" "sa57495.pdf" "sa57496.pdf" "sa57497.pdf" "sa58074.pdf" "sa58099.pdf" "sa58261.pdf" "sa59574.pdf" "sa62696.pdf" "sa63172.pdf" "tdm.tfidf.median.rw"
"tag" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0167914773122725 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"tailor" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00361932680516895 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00111817177680288 0.00171338735141001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"take" 0 0 0 0.000646401685619105 0.000370791531600666 0.000835998956824064 0.000535332665334707 0.00039179558361732 0.00211513701410533 0.000831643050435802 0 0.000417410865185541 0 0 0 0 0 0 0 0.000989642008348486 0 0.00133637789448518 0 0.00108522458725802 0.00122271621145393 0 0 0.000798364528987044 0.000715499796840457 0 0.00303355177023001 0.000541479491345858 0.000914074630324813 0.000821762142905872 0 0.000614253822035916 0 0.000935223592624997 0.000482546374613332 0 0.000755626151069674 0.000412678880437018 0.00096824517537906 0 0 0.00043174145044472 0 0.00182140924406366 0.000534780775989002 0.000515387335031626 0.000478319366260333 0 0 0 0 0 0 0 0 0 0 0 0.00197614229603555 0 0 0.00115660502276328 0 0 0.0020554228933505 0 0 0.000814664079637741 0.000760054729244442 0 0 0.000199284422861825 0 0.000723735406640156 0.000267597293118046 0.000407012438375309 0 0 0 0.00263988474661237 0 0.000663559133622426 0.00269473949459393 0 0 0.00227616214440251 0 0 0 0.00144394531025562 0.000264999924755725 0.000264999924755725 0.000264999924755725 0 0 0.000611718576308174 0 0 0.000324819882723439 0.00129522435133416 0 0.00126290286721688 0 0.000756912479634239 0.00085718097390691 0 0 0 0 0 0.00153359158228923 0 0.00115306996990126 0.000793479698216951 0 0 0.00192928815512536 0.000935036285676744 0 0.00163510591870554 0.000879961582204125 0 0.0019667766927368 0 0 0 0 0.00119559170892384 0 0.000326969651881079 0 0 0.000955757443960076 0 0.000333807820276275 0.00101276328135363 0.000881207280933179 0.000288427774650726 0 0.000357257129965104 0.00235789705776969 0.00145986121775609 0.00129280337123821 0.000859548223213474 0.00185737159537868 0 0.0010385132186373 0 0 0.00105918806066224 0 0.000369339517770973 0
"talarn" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00109456163143964 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"talk" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00398327075935607 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"tall" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00220102786068346 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"tallada" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00109456163143964 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"tallin" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00177174178474276 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"tam" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00705432347795988 0 0 0 0 0 0.00289516454116179 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"tandem" 0 0 0 0 0 0 0 0 0 0 0.00317032298470942 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"tangibl" 0 0 0 0.000901272522144389 0 0.00116562642872018 0 0 0 0 0 0 0 0 0 0 0.002711419677679 0.00206944549076072 0 0.00091989977617917 0.00243936323447174 0.0012422004276872 0 0.00151311966322358 0.0017048230972796 0.00203451814070569 0 0 0.00199523089385068 0 0 0 0 0.00114577615686475 0 0 0 0.000434658172488505 0.00134562083538767 0.00138160687492048 0 0.0011507894972488 0 0 0 0.00120394706453745 0 0 0 0 0 0 0 0 0 0.0015154975359264 0 0.000841013022117293 0 0.0013595323289866 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00134499525619874 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"tank" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00170858401005212 0 0 0 0 0 0 0 0 0 0 0
"tap" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0021178494822274 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"tape" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00381634479772774 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"target" 0.00048170378469093 0.000123528253919571 9.69160577375414e-05 9.8591709203097e-05 0.000377030481941793 4.2503275119788e-05 0.000163302057039185 3.98387948819161e-05 0 0.000591945412369697 0.000229532482261344 0.0002971039637623 0.000141411700867713 7.51911110814781e-05 0.000335050772201087 0.000362519343117917 9.88689117594318e-05 0.000452760209645123 0.00010570453792316 0.00067086250459341 0.000355794701002745 0.000317068227535937 0.000211727303256024 0.000220696922274715 0.000248657934819832 0.000148372895706489 0.000245713809426973 8.11797836454896e-05 0.000363769409818323 0.000570233128904399 0.000616918882148034 0.000605649487119234 0.000325309207899205 0.000167117827876933 0.000676238005431499 0.000811966059807625 0.000175895171066801 0.000285287908541413 0.000490665715568901 0.000302272575493736 0.00046100420472242 0.000167849051467484 0.00049226845005746 0.00107508921118282 0.00107508921118282 0.000219502973048926 0.000421972515389255 0.000148164506808025 0.0004350232117415 0.000419247407242181 0.00053500434177983 0.00132862882679237 0.000366295586275395 0.000491236921291333 0.000417912791132539 0.000607870307658697 0.000637634761333663 0.000183999643338338 0.000403746255839911 0.000842755258648653 0.00032559607668924 0.000889948523695703 0.00107167622956001 0.000957287920574535 0.000879109407060948 0.000588033048201303 0.000377604040616783 0.00048170378469093 0.0003135011258464 0 0.000448077924928572 0.000455604404130527 0.00069555909130097 0.000422912320546024 0.00029632901361605 0.000506593972566816 0.000440779089891283 0.00036795650103702 0.000544199787708609 0.000393167800725571 0.000443914578858549 0.000302272575493736 0.000251859448134787 0.000134215176650526 0.0010825976734616 0.000539779360907266 0 0.000527465644236569 0.000603968294927369 0.000555470621398756 0.00112226732816291 0 0.00056061505625883 0.000367060295223778 0.000754484701845411 0.000754484701845411 0.000754484701845411 0.000847025122131716 0 0.000559810235628434 0.000664443156499554 0 0.000891770344044293 0.000329254459573389 0.000928196734358768 0.000321038127958959 0.000361277838518198 0.000256549437858253 0.000639176214442551 0.000301408939563754 0.000114853705876226 0 0.000906817726481207 0.000586072938040632 0.000389848961002638 0.000267749057988106 0.000468988625050575 0.000484098488018266 0.000750840774713977 0.000750840774713977 0.000588525126065907 0.000390871797251213 0.000981571717972068 0.00058191639238077 0.000536860706602106 0 0 0.000230133352633756 0.000650719590132197 0.000516279586528452 0.000710391440049251 0.000273534474107123 0.000576950220872982 0.00272626428158832 0.000990545810772899 0.000733033825827256 0.00034014366740267 0.000694656939431578 0.000916446100024927 0.00199781989421895 0.00224008625808282 0.000674546000413738 0.00050555812546636 0.000944497710065482 0 0.00101435700814725 6.5727806135398e-05 0.0001748022019011 5.3960679717296e-05 0.00073491096727071 0.00116158600332378 0.00068354079166726 0.000517440239594427 0.00094238374416947 0 0.00155854925139321 0.000443914578858549
"targetskpi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00209893466403407 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"tariff" 0 0 0 0.00428171927346548 0.00280696801140084 0.00158217092987501 0.00506572271407349 0 0 0.00157392715348688 0.00170885476412088 0.000394985742099152 0.00131600142357566 0.000699741312891976 0.00089086847730258 0.00112455562656064 0 0.00140448792845128 0 0 0 0 0.00788148168178579 0 0 0 0.0121954914532602 0 0 0 0 0 0.00259489972331483 0 0.00314659314739565 0.00232501376432787 0 0.000294993107568342 0 0 0 0.000781015960212763 0.00274868052819629 0.002501240922261 0.002501240922261 0.000817092852257547 0 0 0 0 0 0 0 0 0.00111119078889354 0.00102853542376893 0 0 0 0.000922685208634815 0 0 0 0 0 0 0 0 0.00194499665574531 0 0.000362599099533682 0.0015417935798782 0 0 0 0.000377155997690143 0.00039066337524371 0 0 0 0 0 0 0.00499611736380378 0 0 0 0 0 0.00086155073452167 0 0 0 0 0 0 0 0.00143319279122254 0 0 0 0 0 0.00245127855677264 0 0 0 0 0.00216301197904146 0 0 0 0 0 0.00145120038726895 0 0.000545561023610693 0 0 0 0 0 0.000480772312432636 0 0 0 0 0 0 0 0 0 0 0 0 0.00177958379816455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"tarouca" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00312240547385109 0.00289783412580094 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"tarragona" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00437824652575856 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"tarragonelleida" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00109456163143964 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"tàrrega" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00109456163143964 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"tarroja" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00109456163143964 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"task" 0 0 0.00111503041972195 0.000756205988702391 0.000867555834072436 0.000978010162665059 0 0.00275009957371753 0 0 0 0.000488316480332866 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00215770775443082 0.000852324867884367 0.00375374416041445 0 0 0 0 0 0 0 0 0.000705645704574034 0 0 0 0 0 0 0 0 0 0 0.0012022888676249 0 0.000448277234300033 0.00190610225656433 0 0 0 0.000466273765604048 0.000482972786258392 0 0 0 0.00072961263111953 0 0 0 0 0.000776277973691934 0 0.00303427652966835 0 0.00106512559180986 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00112850823976508 0.000243082437786369 0.000594373463206336 0 0 0 0 0 0 0 0 0.000699343481341019 0 0 0 0 0 0 0 0.000473920582533127 0.000687265352133261 0.00202453813489131 0 0 0 0 0 0 0.00124164768477477 0.000512438510393641 0 0 0 0.00185866862460542 0 0 0
"tavalichevo" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002465449143439 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"tax" 0 0 0 0 0 0 0 0 0.00200150267479601 0.000786963576743441 0 0.000394985742099152 0 0.000699741312891976 0.00089086847730258 0 0 0.00140448792845128 0 0 0 0 0 0 0 0 0 0.00151094584376675 0 0 0 0 0.000864966574438276 0.000777613514445499 0 0 0 0.000589986215136685 0 0 0.000715030635096462 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000878511912293014 0 0 0 0.000725198199067363 0.000770896789939099 0.00143844258166658 0.000874598718919771 0 0.000754311995380287 0.00078132675048742 0.000684853199851722 0 0.000385145963902488 0 0 0.00200901172303024 0 0 0 0 0 0.00140515800856981 0 0 0 0.00090733554712333 0.000683185151000308 0.00100305191518513 0.00100305191518513 0.00100305191518513 0 0 0.00115770879951349 0 0 0.000614738298050997 0 0.000664458248384056 0 0 0.000477498571005566 0.00108150598952073 0 0 0 0 0 0 0 0 0.000750850525420606 0.00116457539974786 0.00116457539974786 0.000912819211517846 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000545864365853457 0.000627308026829037 0 0 0 0 0 0 0 0.00196543956353842 0 0 0.000501141940779705 0 0 0
"taxabl" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00433654893979896 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"taxat" 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00259636572304428 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"taxpay" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00246583060763525 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001118797119769 0
"tbit" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00177174178474276 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"tbitsec" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00354348356948553 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
